ID,Name,Age,Email,Score
597,nfLWFTO,27,user596@mail.net,38.44
598,ybJmroj,NA,user597@test.org,43.33
599,NA,47,none,25.37
600,ZZwDPnI,61,user599@example.com,62.76
601,FlqhMoA,29,user600@example.com,83.99
602,12345,-5,NA,89.84
603,UTUoYVF,40,user602@example.com,NA
604,nOIBjsd,55,user603@mail.net,1000
605,YfkKBQA,18,user604#notanemail,92.72
606,oVuguMv,56,user605@mail.net,92.35
607,vMHpjaD,38,user606@example.com,11.79
608,jsMDrQV,22,user607@example.com,48.05
609,OTboeEX,56,user608@example.com,83.5
610,IiWfYeD,none,user609@test.org,56.68
611,KbtRHEP,52,user610@mail.net,32.46
612,XwmmJsM,18,,60.15
613,SypdoTO,29,user612@mail.net,43.97
614,znyKHsO,none,user613@test.org,-15
615,vSBhTxP,,user614@example.com,56.84
616,nAGKRJp,47,user615@test.org,10.32
617,nVakxak,21,user616@example.com,76.19
618,vkCsaGT,40,user617@example.com,57.58
619,WwlGOdE,57,user618@test.org,43.24
619,WwlGOdE,57,user618@test.org,43.24
620,iayfPEM,121,user619#notanemail,27.36
621,QnNiDKH,48,user620#notanemail,15.9
622,WnKdEiT,27,user621@mail.net,71.76
623,oGRKANi,-5,user622@test.org,16.25
624,LsdZAJb,25,user623@test.org,93.0
625,godkoAi,57,user624@example.com,73.16
625,godkoAi,57,user624@example.com,73.16
626,WlWXKbo,62,none,65.84
627,oJKTQQN,28,user626@test.org,13.56
628,feFahyv,44,user627@mail.net,83.41
629,iMWtqRG,null,not_an_email,94.95
630,vTunNbT,32,user629@test.org,28.64
631,iMZoRZa,19,user630@mail.net,80.05
632,NjUbuot,28,user631@example.com,1000
633,hOjyVGR,61,user632@mail.net,1000
634,DFKAfmH,20,user633@mail.net,20.35
635,QiEqrKV,999,user634@test.org,NA
636,VHodIMD,50,user635@mail.net,50.89
637,rWJkSWA,58,NaN,9.55
638,GEaokyK,44,user637@mail.net,53.98
639,shEScTX,NaN,user638@test.org,83.82
640,CvkCaNS,25,user639@mail.net,77.12
641,DFTLVfL,60,user640@mail.net,31.5
642,ysWRLCy,38,user641@example.com,95.42
643,zQUFmOC,58,user642@example.com,2.79
644,JmcldqI,53,user643@example.com,82.04
645,xTTajPD,46,user644@test.org,42.78
646,zedQqDF,26,user645@test.org,66.29
647,lmSMPoQ,,user646@test.org,56.25
648,KOqPCWq,65,user647@test.org,22.86
649,aFZTUkh,65,user648@mail.net,55.46
650,drKCViY,26,user649@mail.net,89.74
651,CKAqVqH,null,not_an_email,77.54
652,XSUfUpy,61,not_an_email,12.91
653,qhWJhRX,65,user652@test.org,74.1
654,EjYEnTI,23,none,23.13
655,bikpjJy,64,user654@mail.net,70.28
656,PrpUooF,53,user655@test.org,23.37
657,CuCcndI,60,user656@mail.net,190.57
658,qEXXRVK,38,user657@mail.net,19.9
659,CoSKagr,38,user658@mail.net,92.95
660,YTEkzsw,21,user659@example.com,NaN
661,wmHPBER,32,user660@example.com,24.2
662,none,18,NaN,45.92
663,DoWFYCE,,not_an_email,136.82
664,null,44,user663@example.com,16.72
665,LuMCbYK,60,user664@mail.net,1000
666,aGOEfcC,57,user665@example.com,-15
667,HlJnmRS,999,user666@example.com,96.41
668,rbQEYMi,20,user667@test.org,22.0
669,HKrnzYf,30,user668@mail.net,91.48
670,PglvJYm,41,NA,82.9
671,qKTPOEc,0,user670@mail.net,1000
672,KSnDail,43,user671@mail.net,83.46
673,gtywnaq,0,user672@example.com,2.58
674,ZDVQzoW,21,user673@test.org,17.54
675,YIkxOMG,38,user674@test.org,68.14
676,sFXBMMj,53,user675@example.com,78.36
677,RhBxjfP,51,user676@example.com,67.49
678,reILrVq,59,user677@example.com,98.78
679,kdQKdiP,37,user678@test.org,41.91
679,kdQKdiP,37,user678@test.org,41.91
680,rcxYMOu,25,user679@test.org,null
681,DZZeHJq,-5,user680@example.com,34.63
682,JmEUXkV,18,user681@test.org,37.85
683,dezBjPF,48,user682@mail.net,27.47
684,ATlehGg,37,user683@test.org,84.8
685,mXnWQbN,48,user684@example.com,87.04
686,EUhKoQq,23,null,null
687,GiyFAvu,35,user686@mail.net,3.76
688,CnkMTWc,40,not_an_email,76.94
689,ysVhlrQ,30,user688@example.com,88.45
690,xVtJrQI,27,user689@mail.net,50.11
691,NNNcBAK,47,user690@mail.net,37.05
692,WsdgOdw,54,user691#notanemail,73.8
693,nhdyYTK,,user692@mail.net,abc
694,SwPtzWD,19,user693@test.org,3.61
695,wCVojmc,46,user694@test.org,10.46
695,wCVojmc,46,user694@test.org,10.46
696,null,43,user695#notanemail,abc
697,tFisXPD,36,user696@mail.net,93.08
698,NaN,55,user697@mail.net,67.71
698,NaN,55,user697@mail.net,67.71
699,GDqVYLd,38,user698@example.com,55.81
700,UnXlmWW,63,user699@test.org,96.7
701,InOkROG,59,user700@test.org,57.15
702,QGbjnJN,44,user701@mail.net,96.98
703,TGwglzk,-5,user702@test.org,-15
704,qholgNK,38,user703@mail.net,36.99
704,qholgNK,38,user703@mail.net,36.99
705,YBIwsLb,28,user704@example.com,43.29
706,cMZNNPs,43,user705@mail.net,38.58
707,null,50,user706@mail.net,63.4
708,VNdGHOL,21,user707@mail.net,98.05
709,lLxtwlM,48,user708@example.com,46.59
710,pbYPVIw,24,user709@example.com,49.85
711,nXkojCm,47,user710@mail.net,35.16
712,GlIDnou,56,user711@mail.net,82.52
713,WkMzMqa,44,user712#notanemail,7.44
714,bXXFBmX,999,user713@example.com,null
715,CBuDTMO,35,user714@mail.net,9.74
716,SfAxMcj,56,user715@example.com,null
717,uDSrfgK,null,user716@test.org,63.26
718,12345,46,user717@mail.net,30.61
719,eBYuQRJ,NaN,user718@mail.net,65.96
720,yaJbmBm,999,user719@example.com,22.15
721,OxOEabE,32,user720@mail.net,1.77
722,tvKVTxU,23,not_an_email,abc
723,TmNPWPV,19,user722@example.com,abc
724,dMBrIvg,19,user723@example.com,92.87
725,GDyJEQh,41,user724@mail.net,48.39
726,fDoYARU,62,user725@test.org,21.67
727,zbyUiGW,57,user726@test.org,26.41
728,lKDPoux,22,user727@mail.net,87.14
729,ObENogF,30,user728@mail.net,10.77
730,DnljHhL,22,user729@mail.net,10.32
731,uNWjOPP,NaN,user730@mail.net,77.51
732,UVNewbn,38,user731@example.com,42.62
733,ARQWeDG,35,user732@example.com,74.84
734,xhTaPgE,38,user733@test.org,23.8
735,PjZvWti,22,user734@example.com,44.27
735,PjZvWti,22,user734@example.com,44.27
736,12345,24,user735@mail.net,NaN
737,HNMoHdE,25,user736@example.com,61.17
738,12345,18,user737@example.com,23.68
739,PrVQEPd,28,user738@test.org,6.12
740,ruQdENO,147,user739@mail.net,12.88
741,12345,55,user740#notanemail,25.37
742,ceRJPfx,29,user741@mail.net,37.7
742,ceRJPfx,29,user741@mail.net,37.7
743,zdlmBrt,25,user742@test.org,11.06
744,,38,not_an_email,78.22
745,jNhqQsr,65,user744@example.com,28.71
746,AXCTeiP,47,user745@mail.net,21.2
747,iefZMKl,42,user746@test.org,79.85
748,DiiWwMJ,46,user747@mail.net,88.79
749,qhCTDDW,42,user748@test.org,46.23
750,SIpwYmZ,999,user749@example.com,95.77
751,EmiRyMe,55,user750@mail.net,65.76
752,PqjCMWy,NaN,user751@test.org,83.31
753,CTywdNs,34,user752@test.org,69.82
754,NlJDYLX,65,user753@example.com,23.17
755,,53,user754@example.com,92.7
756,DcrejXT,54,user755@test.org,44.01
757,cJxMlTs,63,user756@mail.net,15.39
758,UwKXgrR,37,user757@example.com,56.48
759,wbXpCWJ,37,not_an_email,97.73
760,BgULrhX,30,user759@mail.net,87.97
760,BgULrhX,30,user759@mail.net,87.97
761,xBsYmtv,NA,user760@test.org,13.3
762,LlfqTbv,54,user761@mail.net,-15
763,VjRLEAU,999,user762@test.org,35.82
764,WAMwDLH,29,user763@test.org,60.06
765,LNPDUhR,30,none,none
766,IKTVIVD,51,user765@example.com,17.62
767,ECJZxqH,32,user766@test.org,65.27
768,pLWtcvJ,999,user767@test.org,43.63
769,QBaaZvc,33,user768@test.org,16.36
770,AkOXnFm,26,user769@example.com,81.33
771,muQtyUl,64,user770@mail.net,63.51
772,MrUCAnN,65,not_an_email,50.85
773,MbRFoAz,40,user772@mail.net,NaN
774,,36,user773@example.com,44.02
775,oEMHodS,26,user774@test.org,abc
776,NaN,57,user775@mail.net,25.12
777,YjDieHJ,28,user776@mail.net,51.06
778,,21,user777@mail.net,60.62
779,QeKLlQq,19,user778@test.org,none
780,LnYFIYL,30,user779@example.com,25.13
781,NaN,33,user780@mail.net,61.77
782,IhwNZjw,36,user781@example.com,85.42
783,none,58,user782@example.com,57.09
784,othlhfj,34,user783@mail.net,84.14
785,QmSBpRV,55,user784@test.org,98.61
786,SmNyLTR,33,user785@example.com,71.96
787,NA,24,user786@mail.net,12.89
788,hyBRyjp,51,user787@example.com,2.18
789,jvTXBDJ,53,user788@test.org,none
790,fPrlUXc,50,user789@mail.net,69.24
791,YfMZSwV,53,user790@mail.net,21.0
792,UTjYXGS,27,null,84.14
792,UTjYXGS,27,null,84.14
793,QUEuKkF,65,user792@test.org,72.77
794,NaN,34,user793@mail.net,null
795,sbvlbBf,29,user794@test.org,96.87
795,sbvlbBf,29,user794@test.org,96.87
796,,54,user795@example.com,23.35
797,null,53,user796@test.org,91.32
798,null,50,user797@example.com,NaN
799,axfsRgP,33,user798@mail.net,64.42
799,axfsRgP,33,user798@mail.net,64.42
800,YRkHLOZ,23,user799@example.com,35.16
801,RehABjZ,20,user800@example.com,42.54
802,uMVVYLy,47,user801@mail.net,9.07
803,FdyBVeh,22,user802@test.org,28.55
804,AiSFJSE,25,not_an_email,17.85
805,vGwSnuz,28,user804@mail.net,54.41
806,xQzNdrN,null,user805@test.org,123.26
807,fIfNPvE,25,user806@mail.net,61.65
808,JJQHuUW,59,user807@example.com,19.55
809,mXyqlFk,65,user808@test.org,7.19
810,RUhnJhc,56,user809@mail.net,95.14
811,qVvkjuf,30,user810@example.com,23.61
812,IekjCkq,49,user811#notanemail,
813,muGSlSB,0,user812@mail.net,11.95
814,NaN,32,user813@example.com,35.98
815,GhcNeBn,,user814#notanemail,98.99
816,iKzsEka,29,user815@test.org,64.06
817,oVvhrMn,45,user816@example.com,25.2
818,VTMKDXR,130,user817@mail.net,none
819,NA,21,user818@test.org,2.11
820,RYFGnPY,999,user819@example.com,47.88
821,WxYuyfs,49,user820@example.com,1000
822,niVfkin,55,user821@test.org,40.16
823,PyfKjcK,65,user822@example.com,34.17
824,podjxNt,55,user823#notanemail,8.51
825,INcWADe,35,user824@example.com,78.56
826,syVemqT,32,not_an_email,133.87
827,,51,user826@test.org,54.25
828,12345,34,user827@test.org,2.94
829,eERIvNr,63,user828@mail.net,7.42
830,RpygYgX,23,user829@test.org,65.1
831,LUGkXwo,35,user830@test.org,abc
832,WGbenZk,29,user831#notanemail,5.59
833,xEfUzzu,-5,user832@example.com,19.99
834,vMQGVKK,999,user833@mail.net,18.84
835,NXQyUeU,null,user834@example.com,47.62
836,KrVbcAn,64,NA,48.97
837,CuVXLyh,52,NA,26.32
838,none,30,user837@mail.net,33.98
839,zZDyqpr,18,user838@test.org,24.36
840,AbXjjsG,64,not_an_email,31.85
841,IXKXgJE,46,user840@example.com,80.44
841,IXKXgJE,46,user840@example.com,80.44
842,AcAbWUC,65,user841@mail.net,33.58
843,EWTFVOS,39,user842@test.org,88.67
844,HxOUXbr,44,user843@example.com,18.77
845,WVHzqOz,46,user844@example.com,22.4
846,GQpjZNZ,62,user845@mail.net,1000
847,HErIPPC,30,not_an_email,53.71
848,aJOKRbk,47,user847@example.com,66.05
849,EcQkPCP,56,user848@mail.net,null
850,BIVpVkI,31,user849@test.org,51.73
851,yKlkoqd,19,user850@mail.net,6.52
852,gabDfav,41,user851@example.com,43.71
853,VaeamNM,20,user852@test.org,51.34
854,,50,user853@example.com,43.72
855,NA,999,user854@test.org,125.51
856,iGMENtu,56,user855@mail.net,86.59
857,aMWyXaE,20,user856@mail.net,19.93
858,oSRYheJ,40,not_an_email,28.24
859,XApXPrL,50,not_an_email,
860,jntnrBz,54,user859@test.org,91.83
861,mRNJgAW,35,user860@mail.net,14.25
862,JHqjpff,48,user861@mail.net,99.75
863,nkmfwYc,39,user862@example.com,46.63
863,nkmfwYc,39,user862@example.com,46.63
864,mJVUcuA,24,null,96.81
865,dYawyfs,44,user864@test.org,52.1
866,null,null,user865@example.com,6.34
867,NaN,52,user866@mail.net,23.19
868,MrGpKlm,25,not_an_email,13.95
869,MHCowBE,-5,user868@test.org,17.8
870,krGaClv,30,NaN,40.93
871,lwgoXlZ,32,user870@test.org,60.01
872,XUWuyRA,63,user871@example.com,10.29
873,PsGLNAV,116,user872@mail.net,82.42
874,gEYhunY,48,user873@example.com,59.92
875,TgfssyD,34,user874@mail.net,71.33
876,FjnYNka,36,none,75.24
877,none,22,user876@mail.net,47.81
878,ZMVnFBh,null,user877@test.org,NaN
879,NDIBNTS,51,user878@example.com,10.55
880,qfUKKUe,46,user879@mail.net,95.05
881,nVlTCMF,18,user880@test.org,56.69
882,OdUkkMr,40,user881@example.com,12.17
883,xBlinsY,53,user882@example.com,25.98
884,RzJfdHw,27,user883#notanemail,40.93
885,xSraTsa,133,user884@test.org,84.58
886,lnWxfAv,31,user885@test.org,25.26
887,12345,49,user886@test.org,5.62
888,uKAgLNv,26,user887#notanemail,12.43
889,wtVhTjd,41,user888@test.org,54.36
890,aiLbqbO,57,user889@test.org,17.84
891,12345,,not_an_email,50.6
892,XaKusHp,36,user891@mail.net,36.94
893,wMsTNoJ,48,user892@example.com,77.6
894,miKNdYK,23,user893@example.com,-15
895,dollFFk,59,user894@test.org,NaN
896,plLbGWa,27,user895@mail.net,83.7
897,KGZyYZX,51,null,1000
898,bnrAvfs,24,user897@example.com,25.35
899,TNzkLjS,114,user898#notanemail,49.47
900,FzenXxQ,47,null,12.16
416,CzcNacJ,27,user415@test.org,NaN
78,TLCPwEa,35,user77@test.org,171.37
629,iMWtqRG,null,not_an_email,94.95
292,PpRYWaa,61,user291@example.com,56.25
